Date,Question,URL,Sentiment
3 weeks ago,people on the phone can’t hear me with airpods,https://discussions.apple.comhttps://discussions.apple.com/thread/255865735,Neutral
3 weeks ago,Can I exchange the AirPods4 to AirPods4 with anc in the store,https://discussions.apple.comhttps://discussions.apple.com/thread/255866018,Neutral
3 weeks ago,I have lost my airpods,https://discussions.apple.comhttps://discussions.apple.com/thread/255865858,Neutral
3 weeks ago,Can I Disable AirPods Pro 2 Touch Control?,https://discussions.apple.comhttps://discussions.apple.com/thread/255862735,Neutral
3 weeks ago,Microphone on Airpods 2 not working,https://discussions.apple.comhttps://discussions.apple.com/thread/255865313,Neutral
3 weeks ago,will airpods 4 work on Iphone X,https://discussions.apple.comhttps://discussions.apple.com/thread/255865522,Neutral
3 weeks ago,Connecting Beats studio buds to Google I pixel phone,https://discussions.apple.comhttps://discussions.apple.com/thread/255862675,Neutral
3 weeks ago,Need to cancel AirPod Pro replacement order,https://discussions.apple.comhttps://discussions.apple.com/thread/255865124,Neutral
3 weeks ago,Can’t reconnect AirPods to iPhone 11. What button do I hold?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864789,Neutral
3 weeks ago,"Persistent issue with choppy Transparency mode on my 3rd pair of AirPods Pro, anyone else experienced this or have a fix?",https://discussions.apple.comhttps://discussions.apple.com/thread/255864812,Positive
3 weeks ago,Can AirPods Pro be used with a different brand phone?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864944,Neutral
3 weeks ago,Is the AirPods Pro Gen 2 charging case compatible with AirPods Gen 1?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864807,Neutral
3 weeks ago,Are These AirPods Pro 2 Fake?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864830,Negative
3 weeks ago,AirPods only work one at a time,https://discussions.apple.comhttps://discussions.apple.com/thread/255864782,Neutral
3 weeks ago,Why is the volume so low on my AirPods Pro?,https://discussions.apple.comhttps://discussions.apple.com/thread/255862595,Neutral
3 weeks ago,Why can't I turn off Transparency Mode on AirPods Pro 2?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864103,Neutral
3 weeks ago,Will AirPods Pro 2nd gen pads go with AirPods 1st gen?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864657,Neutral
3 weeks ago,Why won't my AirPod Max connect to Bluetooth?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864372,Neutral
3 weeks ago,AirPods Max not charging or resetting after Apple repair,https://discussions.apple.comhttps://discussions.apple.com/thread/255864492,Neutral
3 weeks ago,czy moje airpods 2 pro są orginalnej produkcji,https://discussions.apple.comhttps://discussions.apple.com/thread/255862376,Neutral
3 weeks ago,I am in Canada but can I buy something through Apple.in ?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864608,Neutral
3 weeks ago,"My AirPods Pro 2 warranty shows active, but the third-party case warranty is expired",https://discussions.apple.comhttps://discussions.apple.com/thread/255862223,Negative
3 weeks ago,AirPods Pro 2 battery case is always showing connected to iPhone,https://discussions.apple.comhttps://discussions.apple.com/thread/255863960,Neutral
3 weeks ago,Microphone on airpods 2 is not working,https://discussions.apple.comhttps://discussions.apple.com/thread/255859877,Neutral
3 weeks ago,airpods pro gen 1 case will not charge,https://discussions.apple.comhttps://discussions.apple.com/thread/255863970,Neutral
3 weeks ago,"Will Apple replace my AirPods Pro for a fee if I lose them? In any country (Peru, Ecuador, Spain)? if I have AppleCare?”",https://discussions.apple.comhttps://discussions.apple.com/thread/255863980,Neutral
3 weeks ago,"po aktualizacji IOS 18.1.1 moje Air pods pro 2 maja tylko opcje trybu kontaktu, adaptacyjny i redukcja halasu bez opcji wylaczenia ich",https://discussions.apple.comhttps://discussions.apple.com/thread/255863783,Neutral
3 weeks ago,I have air pods pro 2 they don’t have right and left on them fake's?,https://discussions.apple.comhttps://discussions.apple.com/thread/255863722,Negative
3 weeks ago,Low volume on AirPods 4 during MS Teams and Zoom calls,https://discussions.apple.comhttps://discussions.apple.com/thread/255863336,Neutral
3 weeks ago,AirPods Pro with electric current sound in Shanghai,https://discussions.apple.comhttps://discussions.apple.com/thread/255863532,Positive
3 weeks ago,AirPod case not charging,https://discussions.apple.comhttps://discussions.apple.com/thread/255862878,Neutral
3 weeks ago,Airpods gen 2 flashing light,https://discussions.apple.comhttps://discussions.apple.com/thread/255863051,Positive
3 weeks ago,после обновления на  ios 18.1 пропал параметр «Использовать аудиограмму»,https://discussions.apple.comhttps://discussions.apple.com/thread/255848204,Neutral
3 weeks ago,can a fake pair of airpod max pass the serial number check and how is jt my fault if apple claim they are real,https://discussions.apple.comhttps://discussions.apple.com/thread/255863129,Negative
3 weeks ago,New AirPods Pro 2 have strange statement as a name out of the box,https://discussions.apple.comhttps://discussions.apple.com/thread/255862980,Positive
3 weeks ago,AirPods pro not announcing calls like before,https://discussions.apple.comhttps://discussions.apple.com/thread/255851923,Neutral
3 weeks ago,Airpods 1st gen won't connect to iPhone,https://discussions.apple.comhttps://discussions.apple.com/thread/255862822,Neutral
3 weeks ago,I can't hear calls on my AirPods Pro 2,https://discussions.apple.comhttps://discussions.apple.com/thread/255860526,Neutral
3 weeks ago,Incoming phone call ring on both AirPods and phone speakers,https://discussions.apple.comhttps://discussions.apple.com/thread/255862052,Neutral
3 weeks ago,The sound during incoming in my AirPods pro 2 is very low that I can’t hear who the caller is,https://discussions.apple.comhttps://discussions.apple.com/thread/255861022,Positive
3 weeks ago,AirPods randomly syncing with family member's device,https://discussions.apple.comhttps://discussions.apple.com/thread/255862207,Negative
3 weeks ago,Why do my AirPods keep showing up during calls?,https://discussions.apple.comhttps://discussions.apple.com/thread/255850519,Neutral
3 weeks ago,AirPods Pro 2 static noise with iPhone 16 Pro,https://discussions.apple.comhttps://discussions.apple.com/thread/255861927,Positive
3 weeks ago,Difference between AirPods Pro 2nd Generation and AirPods Pro 2,https://discussions.apple.comhttps://discussions.apple.com/thread/255861858,Neutral
3 weeks ago,Why are my AirPods blinking orange,https://discussions.apple.comhttps://discussions.apple.com/thread/255861881,Neutral
3 weeks ago,AirPods 4 ANC sound output is very low and muffled,https://discussions.apple.comhttps://discussions.apple.com/thread/255860776,Positive
3 weeks ago,iOS 18: AirPods won’t auto restart music after announcing a notification,https://discussions.apple.comhttps://discussions.apple.com/thread/255825387,Neutral
3 weeks ago,AirPods Pro 2 drops hearing assistance,https://discussions.apple.comhttps://discussions.apple.com/thread/255858142,Neutral
3 weeks ago,How can I repair/replace a broken AirPods case?,https://discussions.apple.comhttps://discussions.apple.com/thread/255861073,Negative
3 weeks ago,FindMy won't add my new Airpod4,https://discussions.apple.comhttps://discussions.apple.com/thread/255861113,Positive
3 weeks ago,Hearing Health doesn't show in Airpod Pro settings,https://discussions.apple.comhttps://discussions.apple.com/thread/255859592,Neutral
3 weeks ago,Airpods not connecting to any devices,https://discussions.apple.comhttps://discussions.apple.com/thread/255860946,Neutral
3 weeks ago,bluetooth automatically connecting to wrong device,https://discussions.apple.comhttps://discussions.apple.com/thread/255860896,Negative
3 weeks ago,AirPods Max Microphone Not Working,https://discussions.apple.comhttps://discussions.apple.com/thread/255860847,Neutral
3 weeks ago,Phone calls on AirPod Pros 2 cutting out,https://discussions.apple.comhttps://discussions.apple.com/thread/255860832,Negative
